store_id,uptime_last_hour(in minutes),uptime_last_day(in hours),uptime_last_week(in hours),downtime_last_hour(in minutes),downtime_last_day(in hours),downtime_last_week(in hours)
7370905519814807534,60,8,61,0,0,0
7423133159401525230,0,1,14,60,12,76
1402111194016878576,60,9,61,0,0,8
2277375214486360058,60,23,47,0,0,0
7042794996615483386,60,14,86,0,0,0
320491314504503293,60,14,93,0,0,14
928327131140624382,60,10,73,0,0,0
6534559346791485439,60,23,97,0,0,0
3581701681933324288,60,11,67,0,0,11
6572691417276092419,60,6,62,0,0,0
4486611092234833924,60,11,110,0,0,0
7320038227620958213,60,11,80,0,0,0
6938106910585917450,60,10,50,0,0,0
1748484963257356304,60,8,77,0,0,0
4837120148578013201,60,5,60,0,0,0
7961038966240415760,60,17,119,0,0,0
8148820598354743315,60,23,104,0,0,0
5143762007752085524,60,7,41,0,0,17
8077514348060020759,0,0,10,60,10,76
720642302120300572,60,9,63,0,0,0
8852311588657172507,60,10,91,0,0,0
3355209898833219615,60,9,81,0,0,0
5338396914634264609,0,0,14,60,14,84
4832201601946193956,60,13,97,0,0,0
5589759233395429414,60,16,118,0,0,0
5955966621340766251,60,14,96,0,0,0
5956572469463552043,60,23,102,0,0,0
1812517191230394418,60,14,91,0,0,6
2743917683024367670,0,0,0,60,12,84
6771807213887590457,0,0,12,60,12,72
1703729322797535291,60,23,167,0,0,0
4787571133750415425,60,8,64,0,0,10
6108971205781098565,60,23,167,0,0,0
1199609188945825864,60,10,70,0,0,0
8833890262450540615,60,9,63,0,0,0
125934946912374861,60,7,58,0,0,0
6833173360315994191,60,9,66,0,0,14
3568138611405656146,60,23,167,0,0,0
7402106523410993239,60,8,76,0,0,0
6707512101576708196,60,8,85,0,0,0
658548288761565288,60,10,62,0,0,10
7059426178277380200,60,13,72,0,0,26
1349796161546424432,60,13,97,0,0,0
1339634828329062513,60,23,85,0,0,0
1699237904069988468,60,11,77,0,0,0
8281179504900214898,60,15,106,0,0,0
6257399267131560055,0,0,9,60,5,33
669963477555515516,60,23,167,0,0,0
6365874854770610302,60,7,18,0,0,30
5503654630728339588,60,13,91,0,0,0
1265618319626440838,60,12,95,0,0,0
6221578315584213134,60,23,80,0,0,17
476002205509095569,60,11,74,0,0,0
3665728078003507347,60,23,167,0,0,0
1983643963313459349,0,1,21,60,16,104
7736958860420255891,60,14,80,0,0,26
8140172275456807062,60,10,64,0,0,19
4245142334790537370,60,4,31,0,0,0
1512115633539059868,60,4,31,0,0,0
3465647921430433947,0,10,16,60,13,87
8127339523234435227,60,13,91,0,0,0
6511611326978363547,60,9,65,0,0,0
2743635504145141919,60,11,82,0,0,0
795446976667062432,60,11,80,0,0,0
8359021247551901850,60,17,119,0,0,0
5855820481551503524,60,23,167,0,0,0
2363254475684778152,60,12,89,0,0,0
5531057486350946475,60,14,90,0,0,0
8203571875825914028,60,8,76,0,0,0
849523590043996337,60,23,167,0,0,0
8099498779456508085,60,6,75,0,0,0
6838551673789714614,60,11,92,0,0,4
7577208792486645944,60,15,105,0,0,0
7915188401834954942,60,16,108,0,0,3
6733743797254525126,60,14,104,0,0,0
815627275967566024,60,9,69,0,0,0
9113976735306027207,60,8,67,0,0,0
6330817431860252873,60,8,65,0,0,0
8928226447838810312,60,10,70,0,0,0
6204233828658122957,60,13,39,0,0,28
4826748415076864206,60,8,56,0,0,0
5862427699172610258,60,12,98,0,0,0
1688320930326941910,60,14,98,0,0,0
4198915895328411869,60,19,139,0,0,0
130268670653042910,60,7,118,0,0,0
7062686444175003869,60,5,77,0,0,10
5948371249609150692,60,12,84,0,0,0
5773502094973833446,60,11,81,0,0,0
7704246032493318376,60,16,118,0,0,0
4565647203555971306,60,23,167,0,0,0
3037045825383010539,60,23,167,0,0,0
6470654980919398637,60,10,73,0,0,0
6434273721932976366,60,12,97,0,5,28
752281089013846258,60,1,144,0,0,0
4261229539399143667,60,6,78,0,0,0
9011787676837351666,60,13,91,0,0,0
803265990180573432,60,23,167,0,0,0
7560332360574537975,60,18,129,0,0,0
5778112609901121786,60,9,81,0,0,9
7108781495509291260,60,10,73,0,0,2
943977820021625093,60,19,133,0,0,0
6194361577312030983,60,23,67,0,0,0
7025419750381457673,0,1,22,60,16,102
2756278474425274636,0,0,0,60,9,69
7149188145468903694,60,10,73,0,0,0
2658137875660247314,0,0,25,60,7,63
6918327651453079825,60,15,57,0,0,54
2374847493119414554,60,11,84,0,0,0
7834072303105773849,0,0,6,60,9,72
8105787185477488922,0,3,6,60,13,111
6793799627649814812,60,17,117,0,0,8
1501752248305324318,0,2,4,60,6,46
648662149638328608,60,23,83,0,0,0
4220949534225371423,60,19,133,0,0,0
8047519486931112223,60,18,132,0,0,0
1796496449352667425,60,5,92,0,0,0
4959375595225157928,60,2,36,0,0,11
3755436495931707689,60,12,89,0,0,0
2543377795881636140,60,11,72,0,0,19
3324387799425454386,60,23,167,0,0,0
2363459071950623028,60,23,167,0,0,0
783936491766288709,60,17,125,0,0,0
8750077875509858628,60,9,67,0,0,0
5112156903715049807,60,7,66,0,0,0
1457875571895472465,60,23,83,0,0,0
4685930955531227474,60,13,97,0,0,0
1834569743158088021,60,9,109,0,0,1
4822254229216039269,60,16,118,0,0,0
8862086886343348581,60,8,83,0,0,0
337307221962101097,60,17,125,0,0,0
6043828506214699375,60,6,42,0,0,0
8412203269954933103,60,11,32,0,0,41
7049954960452260217,60,9,109,0,0,1
5723923838929179004,60,12,36,0,0,49
8356740298743320957,60,19,133,0,0,0
6403839430546854271,60,8,62,0,0,0
6199750600724713855,60,10,70,0,0,0
732111080654770566,0,0,0,60,8,68
4219466992438153611,60,23,167,0,0,0
2340045820781400464,60,15,108,0,0,0
5502445487335379355,60,23,144,0,0,0
1278461692341555618,60,9,68,0,0,0
6254234010947883424,60,23,167,0,0,0
1969138273974849954,60,23,167,0,0,0
7761092740302803362,60,9,63,0,0,0
9106695901030781348,60,17,119,0,0,0
2428853571177976232,60,16,96,0,0,15
2988224721108930984,60,23,167,0,0,0
5181152104168722857,0,0,9,60,7,50
128817129437663666,0,0,11,60,11,73
5595954411641868721,60,19,139,0,0,0
3778051141133636018,60,23,167,0,0,0
6358850518527971767,60,18,132,0,0,0
6028655904317149623,60,11,82,0,0,0
1776249176220078525,60,14,71,0,0,14
2425376330901524925,60,23,167,0,0,0
5659849945905861054,60,23,75,0,0,0
9107800180791185858,60,7,73,0,0,0
7763443099612942793,60,15,97,0,0,13
7292723280107639242,60,17,122,0,0,0
6764393342396993996,60,23,167,0,0,0
2909952132768174542,60,10,83,0,0,0
1816341233800024529,60,23,167,0,0,0
7911029705250836944,60,23,167,0,0,0
4716301151349969365,60,9,69,0,0,0
6440259951440237015,60,9,34,0,0,28
2655031593291485659,60,16,160,0,0,0
751852163964670433,60,11,89,0,0,0
399931815373935075,60,16,61,0,0,53
7924491199841866209,60,8,71,0,0,0
7419745219987444194,60,10,75,0,0,0
4392262532304212457,60,6,59,0,0,0
897759999661412843,60,7,73,0,0,0
811210472678855148,60,23,97,0,0,0
2340349939637752297,60,13,97,0,0,0
7947073823181181421,60,11,87,0,0,0
2030701550166610417,60,5,35,0,0,0
4827506610024714737,60,13,94,0,0,0
8055139121734193649,60,6,47,0,0,0
3002563977790624247,60,7,9,0,0,60
5294371853782290938,60,11,80,0,0,8
8931629231897416186,0,0,10,60,9,61
4390339339092922880,60,11,77,0,0,0
6917905471606886917,60,8,95,0,0,0
8950107254906950154,60,8,67,0,0,0
7790864306116399627,60,15,102,0,0,2
1617831976401113615,60,17,122,0,0,0
2298243529894105619,60,12,85,0,0,0
6894450278263656982,60,9,75,0,0,0
8299925280066310679,60,6,82,0,0,0
969131884598563356,60,23,147,0,0,16
4835555575675425310,0,3,3,60,11,101
2303817185711952416,0,0,0,60,10,73
3771463485782823457,60,15,88,0,0,18
1117406928487289377,60,23,165,0,0,2
7467782208608408100,60,11,105,0,0,0
3186439736636543527,0,0,0,60,12,84
1410627038559605288,60,12,29,0,0,54
1175393438218555947,60,12,84,0,0,0
6834281156214460974,60,23,64,0,0,19
486764243726438964,60,8,56,0,0,0
8387075491652604466,60,23,167,0,0,0
3200637152113070647,0,4,4,60,6,84
7272272039533023798,0,10,24,60,13,143
7979171335980225080,60,23,167,0,0,0
7972162508641800761,0,0,12,60,12,72
4923297594195808827,60,10,34,0,0,47
460731081287471682,60,12,73,0,0,14
1550203968025891397,60,23,85,0,0,0
7435673831034556995,60,4,31,0,0,0
3851089248898126404,60,23,93,0,0,0
5113265575633949252,60,12,89,0,0,0
1492199578433950281,60,9,30,0,0,79
1589360123644940874,60,23,167,0,0,0
2113681152973541964,60,23,167,0,0,0
5498262294787134031,60,13,97,0,0,0
1876853883705365076,60,23,83,0,0,0
7181144904544260692,60,8,10,0,0,57
4272645427209802326,60,15,111,0,0,0
6672358313930068568,60,8,49,0,0,46
4957109032670368344,60,8,59,0,0,0
578382060977164892,60,12,87,0,0,0
1812440283686244959,60,10,56,0,0,34
881974164067848799,60,23,92,0,0,0
135451686603330143,60,23,167,0,0,0
1832931292863730276,60,10,73,0,0,0
3969181628165165679,60,13,84,0,0,9
5944616842428551797,0,0,0,60,10,75
1492798700578869881,60,10,73,0,0,0
1090423191169208954,60,9,81,0,0,0
8756957520812511864,60,11,89,0,0,0
2983667178679243388,0,2,26,60,17,113
2495572868524479102,60,14,56,0,0,45
6315264214533706365,60,14,98,0,0,0
4272577085626290818,60,11,77,0,0,0
3994429458094985874,60,8,23,0,0,36
2847403169862292114,0,0,10,60,10,60
3435973943215985303,60,14,98,0,0,0
7536092008719192726,60,23,52,0,0,33
3181898990960972439,60,8,66,0,0,5
6365336558530007705,0,0,10,60,9,61
645938864842085025,60,23,67,0,0,0
5636741385517666975,60,11,87,0,0,1
6413779336252887718,60,10,73,0,0,0
7550771826605888166,60,6,63,0,0,0
7933815558485447335,60,10,70,0,0,0
507804319554376363,60,23,137,0,0,30
3254165326605521586,60,13,73,0,0,17
6702297233205695156,60,23,86,0,0,0
7151575294756754100,60,13,91,0,0,0
3624728395230614209,60,10,91,0,0,0
8263181686057996994,0,0,5,60,4,33
8447925108740952771,60,12,116,0,0,1
4519847343605813957,60,23,164,0,0,0
993882694929814221,60,8,64,0,0,0
597170428245480144,60,23,61,0,0,22
5188958697694597839,60,8,56,0,0,0
5686886588859060943,60,10,73,0,0,0
2993668851137155800,60,6,59,0,0,0
6967370440715735767,60,17,125,0,0,0
1216207425118737115,60,23,167,0,0,0
6085053306034262747,0,0,13,60,13,81
6324195828355076828,60,23,167,0,0,0
1553648756624102112,60,12,97,0,0,0
5400810281617691359,0,0,13,60,12,77
8156739798837793507,60,8,56,0,0,0
3682266459624248038,0,0,0,60,8,59
8117247589549708019,60,13,97,0,0,0
644739221751599866,60,23,167,0,0,0
643859226602476283,60,16,112,0,0,0
8798916928483889913,60,12,107,0,0,0
8185193707264316160,60,12,87,0,0,0
695574241089458954,60,14,101,0,0,0
8204802052972909326,60,23,95,0,0,0
7062408332581606161,60,18,126,0,0,0
998878854319706901,60,17,125,0,0,0
8965206594628948757,60,23,167,0,0,0
8728432988415857445,60,18,127,0,0,0
8058877019051397933,60,23,159,0,0,8
8920127518775186224,60,7,39,0,0,26
8036445212509377331,60,9,48,0,0,0
5122159089165898554,60,23,93,0,0,1
9021704785002140475,60,9,87,0,0,0
7485668601594155846,60,11,86,0,0,2
2548669679077593931,60,11,147,0,0,0
7212727908964340554,60,20,141,0,0,1
2746426715779371861,60,7,73,0,0,0
3148015307201778517,60,14,101,0,0,0
3527161544471352155,60,13,91,0,0,0
7898009483253486425,60,9,63,0,0,0
1407008972156834653,60,13,97,0,0,0
8525054639563215712,60,15,105,0,0,0
2874603265098716005,60,13,91,0,0,0
8006353738646852451,60,23,167,0,0,0
8613974872256058220,60,23,167,0,0,0
1049982020610429807,60,23,167,0,0,0
9073210789862839152,60,15,108,0,0,0
5456822951155536758,0,2,7,60,11,97
4378492065940312953,60,6,59,0,0,0
1763214418271605628,60,4,55,0,0,20
785602205345321857,60,23,48,0,0,96
1030520037427647364,60,23,84,0,0,0
4109657095309693828,60,23,167,0,0,0
3943479161449354119,60,11,78,0,0,0
8167861777770124168,60,11,88,0,0,0
4589960830690825106,0,0,6,60,8,86
535507524344255388,60,7,73,0,0,0
6756284528912929690,60,23,167,0,0,0
6785999827650253725,60,13,91,0,0,0
2665916158676931486,60,23,167,0,0,0
1476954892081861537,60,8,61,0,0,0
3990380143933559712,0,0,12,60,12,72
868027109837050787,60,23,167,0,0,0
3453930065371370409,60,13,91,0,0,0
3092927563142206378,60,17,39,0,0,86
984760258065503152,60,9,68,0,0,0
2222306727126832049,60,23,80,0,0,17
1935227182459261880,60,23,58,0,0,16
6363503390489777089,60,23,167,0,0,0
5799009268216304578,60,11,89,0,0,0
422287243221341125,0,0,10,60,10,62
8088339101039039426,60,23,167,0,0,0
7193995861230064581,60,23,167,0,0,0
191562357790381001,60,11,87,0,0,0
620881390219367370,60,8,30,0,0,36
4756884713522533325,60,23,166,0,0,0
6880038610170188750,60,12,86,0,0,0
3602624699088147408,60,17,119,0,0,0
1818840863315629010,0,6,35,60,5,63
1693446895821591507,60,23,167,0,0,0
5815131222714029015,60,9,66,0,0,0
1563037503390946266,60,9,69,0,0,0
7955897182252536792,60,8,62,0,0,0
5664476668590101469,60,23,167,0,0,0
5899508478865183713,60,3,6,0,0,76
2582588152130507751,60,23,33,0,0,50
4845598456063235048,60,8,46,0,0,51
6001288836701426664,60,15,83,0,0,8
3405484145087615980,60,23,43,0,0,101
2071168386018579440,60,23,158,0,0,9
1732264475484165105,60,13,97,0,0,0
8333547700952437743,60,19,133,0,0,0
8238300504222831603,60,23,167,0,0,0
4411773601118000118,60,23,167,0,0,0
932490204728169468,60,14,63,0,0,27
492634971610977278,0,0,0,60,13,97
2798686191638942721,60,13,83,0,0,14
770136942451201027,0,0,13,60,13,78
2927145846937588743,60,14,77,0,0,12
5401686844984988685,60,11,147,0,0,0
3523433176780968977,60,7,52,0,0,0
5311697439837459477,60,10,70,0,0,0
7542993993133069333,0,0,14,60,14,87
2343002123616261145,60,19,139,0,0,0
8775179075535049751,60,6,59,0,0,0
7372814802779280407,60,20,143,0,0,0
4159465907457430553,60,9,21,0,0,49
8032203943642240039,60,23,167,0,0,0
6378020571546194985,60,11,88,0,0,0
7776801514628453420,0,0,15,60,12,77
4237730780136969262,60,17,115,0,0,0
5839921794206077998,60,23,167,0,0,0
5596167135534126130,60,13,91,0,0,0
5666591683207730235,60,5,64,0,0,0
2778791959950038080,60,6,62,0,0,0
3564435694749127745,60,17,115,0,0,0
2270781978737349701,60,8,74,0,0,0
5221677496416375879,60,10,48,0,0,23
5258341821703590986,60,16,115,0,0,0
1651926743556396112,60,15,102,0,0,2
8935364959485793363,60,7,85,0,0,0
6056888921897276500,60,12,84,0,0,0
2950853074842260567,0,0,0,60,12,84
2937297056410899541,60,23,167,0,0,0
3406213355646882913,30,0,15,30,0,128
6577684588206003302,60,7,82,0,0,0
7747953514382103653,60,9,45,0,0,17
9092412834222445672,0,0,10,60,10,60
6187259556105262192,60,23,83,0,0,0
1200019575161721975,60,11,32,0,0,41
9019321732444099702,60,7,41,0,0,47
4142447064566797432,60,23,167,0,0,0
5265338562440762490,0,0,14,60,14,87
4858098896846132350,60,12,52,0,0,31
4045119965013513350,60,17,125,0,0,0
3199870813060142219,60,5,35,0,0,0
8823125052038878350,60,23,167,0,0,0
5524798464292066453,60,7,63,0,0,0
2862121952645485719,60,23,71,0,0,96
3822413072247657625,60,23,167,0,0,0
3239745447553307804,60,23,64,0,0,103
91947023206290590,60,23,167,0,0,0
4322266895491732641,60,23,167,0,0,0
1182199636118279335,60,11,27,0,0,50
130955237087450280,0,2,22,60,10,83
7002072913700885678,60,11,82,0,0,0
3762777877358122162,60,9,65,0,0,0
8146565851323274418,60,23,69,0,0,0
8056381238752548021,60,8,56,0,0,0
707024955413042368,60,15,105,0,0,0
5922511344871707841,60,23,63,0,0,104
6696287750085874884,60,17,125,0,0,0
2678802287161480395,60,23,167,0,0,0
690342248357041360,60,16,42,0,0,72
6277840676964668623,60,23,63,0,0,104
2259929908187403475,60,23,67,0,0,0
7718498419677467865,60,7,49,0,0,0
5764489022127969502,60,23,97,0,0,0
7064390607250920670,60,6,53,0,0,0
3172891738305631455,60,13,94,0,0,0
4524588158456337636,60,23,66,0,0,18
4313831325881603301,60,23,85,0,0,22
2681507616267277540,0,0,0,60,12,84
8200924623788479714,60,13,59,0,0,36
5771164068344173804,60,17,125,0,0,0
4728374166848214255,60,10,73,0,0,0
567480884816909557,60,9,68,0,0,0
993361237320865016,60,15,108,0,0,0
6808784752574698744,60,12,86,0,0,0
4789157162476311805,60,5,79,0,0,0
2193350688414930176,60,7,49,0,0,0
2042700843188950278,60,23,107,0,0,0
1768410696994133259,0,0,9,60,9,59
3214243902310356237,60,10,88,0,0,0
2727482370194248974,0,2,8,60,12,96
8928573732354954518,60,9,68,0,0,0
6064029008738358554,60,23,167,0,0,0
2065775922532160800,60,23,74,0,0,0
446849336660301089,60,17,125,0,0,0
2320171145028703522,0,0,23,60,9,59
2716608164810462503,60,14,105,0,0,0
6335284410439996711,60,10,32,0,0,58
3050016054725907751,60,23,132,0,0,35
5983840469086541099,0,0,10,60,10,60
2833183781529752876,60,17,125,0,0,0
7995554789749200173,60,11,82,0,0,0
5464708042575746358,60,17,121,0,0,0
6914747689514833207,60,6,44,0,0,0
3313521002515305783,60,16,123,0,0,0
7521186671573767483,60,8,47,0,0,12
3984039009691243840,60,12,105,0,5,20
6285483845594355011,60,9,42,0,0,9
8477864712164218179,60,11,77,0,0,0
2062343054020023628,60,21,150,0,0,0
1244537422937396557,60,15,41,0,0,63
7684291859779392843,60,12,82,0,0,3
7035507521794250060,60,9,66,0,0,0
6192677996259677514,60,17,113,0,0,12
4840031188784944463,60,13,97,0,0,0
3746484122513020241,60,12,82,0,0,1
3270634808391144788,60,13,91,0,0,0
6534611790936872275,60,14,77,0,0,12
2064577456810792286,60,15,63,0,0,39
3517656198961829214,60,6,53,0,0,0
1236888576653956449,60,11,77,0,0,0
6815312201538049379,60,7,50,0,0,0
5732366815804134764,60,18,129,0,0,0
7194152261428680048,60,13,91,0,0,0
5684774152088884593,60,11,81,0,0,0
8181429779360519539,60,23,101,0,0,0
3334419194313610616,60,13,93,0,0,0
7623748547333625211,60,12,84,0,0,0
1841264040621348222,60,23,167,0,0,0
7764169820811597185,60,16,115,0,0,0
1372374614851687815,60,23,48,0,0,96
8438884744024495501,60,23,62,0,0,39
5419016719023445393,0,0,0,60,11,78
7092671712435836305,0,0,0,60,12,84
2739571364086420885,60,23,167,0,0,0
2659424009886700957,60,23,158,0,0,9
4296652548172125609,60,9,30,0,0,79
3754682593752421808,0,0,11,60,8,63
3150425710614255025,60,9,66,0,0,0
1770268488946161076,60,23,167,0,0,0
4375082439121147321,60,11,87,0,0,0
7673515973349545399,60,15,23,0,0,81
2984530959366002111,60,12,110,0,5,15
3941647474968434111,0,0,10,60,11,70
8642849121245861314,60,5,35,0,0,0
5515848114734208452,60,9,72,0,0,3
7738281730897614275,60,9,72,0,0,0
653341718272710088,60,7,58,0,0,4
3626659371363374535,60,23,167,0,0,0
6384881963891725769,60,9,52,0,0,10
5829774406271309259,60,13,91,0,0,0
5893285147815581131,60,15,105,0,0,0
4595674548689475025,60,9,66,0,0,0
2302649901411571158,0,0,12,60,12,72
2084408227330299352,0,0,8,60,8,53
7430063911445992917,60,23,83,0,0,0
651918570438727132,60,23,167,0,0,0
5154637152312563165,60,11,29,0,0,47
1709029171659478499,60,1,25,0,0,119
1275857004453926379,60,11,87,0,0,0
338646328301262317,0,0,0,60,11,77
1153213810130720240,60,10,28,0,0,48
7017093322369996270,60,13,94,0,0,0
5634059948434167283,60,13,91,0,0,0
384761604712076794,60,10,73,0,0,0
2741619253208978943,60,23,167,0,0,0
332573856100750857,60,12,59,0,0,28
4044655655694669326,60,23,83,0,0,0
8686842953486538252,0,0,0,60,10,75
2724272645854795279,60,9,48,0,0,25
9058261335181497871,60,23,167,0,0,0
8875541936489174546,0,0,17,60,17,107
1060079720879560216,60,4,28,0,0,0
2490307590455891484,60,8,47,0,0,8
5334085009382446620,60,9,30,0,0,79
8296188728137717274,60,23,167,0,0,0
3124242029879334431,60,9,71,0,0,0
8923756805861578276,60,16,160,0,0,0
8336744814516803108,60,8,9,0,0,65
2370616473453925929,60,14,111,0,0,36
3581960394101724719,60,17,125,0,0,0
6406269587704747567,60,7,19,0,0,51
8140243059613242926,60,23,155,0,0,12
1034937556355683894,60,23,36,0,0,51
6218659882697463349,60,11,147,0,0,0
8949140040285361719,0,10,16,60,13,87
2918967668033394239,60,13,73,0,0,21
4971802907030361663,60,14,101,0,0,0
5654260221324432960,60,10,70,0,0,0
8318996338702259780,60,20,146,0,0,0
5245069344130602565,60,17,125,0,0,0
6250709951432398414,60,9,68,0,0,0
2362172466422093393,60,1,34,0,0,38
5972734241010751060,60,9,63,0,0,0
1326431604522194520,60,15,105,0,0,0
6820464319592535639,60,9,78,0,0,0
5829217592981755483,60,13,52,0,0,42
6352876812050536028,60,14,90,0,0,0
3847935543490188894,60,6,52,0,0,31
8974260325261547099,60,10,90,0,0,0
199260688075265634,60,1,44,0,0,28
5475665063918933604,0,1,9,60,7,98
8474472127303652966,60,5,22,0,0,66
4504497538904233579,60,23,148,0,0,16
5423340161178834539,60,9,66,0,0,0
6544403015859902066,60,23,75,0,0,2
6588580635425478260,60,9,51,0,0,11
534234318414780023,60,23,128,0,0,0
7667395610786731642,60,10,68,0,0,3
1587305769577322109,60,11,68,0,0,16
2454029148522845822,60,23,87,0,0,0
7416476262975772286,60,23,162,0,0,5
1248021061006759555,60,23,95,0,0,0
2739564275596596870,60,23,97,0,0,0
6345961620669699719,60,14,58,0,0,43
799231298020480651,60,23,97,0,0,0
5074243948457793162,60,12,84,0,0,0
7660369252418819727,60,11,83,0,0,0
8684504577321309839,0,1,6,60,10,54
3522397488139048593,60,23,95,0,0,2
5357681752363472539,0,0,12,60,12,72
60533681262958240,60,9,30,0,0,79
5845177935665108638,60,14,89,0,0,2
4139118567274452639,60,9,73,0,0,0
6755083046665066145,0,0,6,60,8,86
4180837681253193380,60,23,126,0,0,41
3344763649801164460,60,17,115,0,0,0
5303602829240997549,60,5,88,0,0,0
8046016041209894575,60,8,66,0,0,0
5364955102101247665,60,11,77,0,0,0
5232494893711529653,60,23,87,0,0,0
8223574870343489205,60,23,90,0,0,0
6007863574069876412,60,23,77,0,0,0
8544345441134646979,60,11,74,0,0,0
5117730931847861959,60,17,122,0,0,0
8513898019190380232,60,9,53,0,0,9
3908933766748477130,60,23,80,0,0,17
1832687117327210189,60,12,84,0,0,0
7785960521333905098,60,11,89,0,0,0
544751337026033356,60,23,167,0,0,0
3598712805189261008,60,15,111,0,0,0
4234916313748117204,60,10,86,0,0,0
9201807242159101652,60,11,90,0,0,0
838810862415746778,60,23,158,0,0,8
3279895976928515803,60,11,77,0,0,0
6647648741402613468,60,8,56,0,0,0
4123236160347608797,60,23,97,0,0,0
8513827880653657822,60,7,26,0,0,54
4065357824980031205,60,14,101,0,0,0
5934756706876462824,60,4,39,0,0,0
7721214046089221863,60,15,105,0,0,0
5624832277732038378,60,23,80,0,0,3
5458199175049287402,60,23,167,0,0,0
5939699310436423405,60,11,77,0,0,0
5108980723963467503,0,3,13,60,6,59
9179542298412357358,60,8,50,0,0,44
673599800240117489,60,10,88,0,0,0
1054594275499808502,0,5,37,60,18,130
7217842167753840373,60,23,85,0,0,0
8561928707963262710,60,3,44,0,0,0
4727871308750034682,0,2,26,60,17,113
7298697060786411262,0,0,23,60,9,54
7417687170287376127,0,0,0,60,8,62
2305869517728651010,60,9,70,0,0,0
3170253055093741316,0,0,12,60,12,72
8084519777507088133,60,23,89,0,0,0
7108873971920180998,60,13,89,0,0,0
2963906392040806157,60,23,164,0,0,0
5987237041268397838,0,1,4,60,10,79
598310476790896408,60,23,167,0,0,0
6985232165421258518,60,13,61,0,0,36
1783921194306344730,0,0,0,60,12,84
5598678635804366624,60,10,40,0,0,41
7996934804357486367,60,9,80,0,0,0
6489431294482978593,60,10,72,0,0,0
9097278004183078692,60,9,62,0,0,0
5626806583354496807,60,19,131,0,0,0
8760340425997850406,60,11,100,0,0,0
4954541332135974700,60,9,60,0,0,2
1256750548669896497,60,17,125,0,0,0
7625672128046208820,60,17,125,0,0,0
6909949213476034361,60,11,77,0,0,0
8631346138171250491,60,23,167,0,0,0
8596321227203123004,60,9,28,0,0,34
5038472250835572550,60,4,31,0,0,0
7689815792422819661,0,0,0,60,8,58
3888353109237045073,0,2,26,60,17,113
5742316073498580817,60,13,97,0,0,0
7036831462703339354,60,9,68,0,0,0
1869238669889378147,0,1,12,60,10,65
7533585614717130592,60,23,108,0,0,0
7880089176122955619,60,17,125,0,0,0
1413045917079934823,60,10,75,0,0,0
6770058516768200550,60,16,109,0,0,0
4305225702261659498,60,13,91,0,0,0
6673041534741747565,0,0,23,60,5,30
3438387997020198767,60,13,96,0,0,0
1486139664179042163,60,7,82,0,0,0
2229684995989739381,0,0,12,60,12,72
7887120492524803956,60,12,84,0,0,0
6265464755068901244,0,1,14,60,12,76
4612437462183122814,60,14,82,0,0,24
106468360682739586,60,9,63,0,0,0
4054589506645727111,60,16,47,0,0,67
6832500647646238600,60,13,91,0,0,0
540245937967994765,60,10,68,0,0,5
9133128872503252875,60,10,52,0,0,17
6945671676121749398,60,17,125,0,0,0
7726990107824789399,60,23,167,0,0,0
5345650393471621017,60,16,112,0,0,0
927755817290995613,60,12,84,0,0,0
5335359218302064546,60,11,87,0,0,0
5427735676011354019,60,16,82,0,0,36
2204171912542623654,60,13,91,0,0,0
3862421007215138726,60,23,78,0,0,11
3200972684084549543,60,23,144,0,0,0
6825124617474774955,0,0,7,60,7,45
3693989963296872365,60,23,67,0,0,0
7659810375831230380,60,11,80,0,0,0
7884389033348470701,60,7,58,0,0,0
4343365755751864239,60,11,84,0,0,0
8191797924941731759,60,9,63,0,0,0
4064219033816373170,60,14,104,0,0,0
4153258287429097393,0,0,0,60,12,84
8836897458363373491,60,1,144,0,0,0
1381580742167828406,60,14,71,0,0,29
7507608410715690934,60,15,63,0,0,46
7702451367414536121,60,6,40,0,0,6
4484507102093088703,60,9,24,0,0,64
2795381466610309067,60,9,32,0,0,33
6818387988668717003,60,10,75,0,0,0
3699467059832231889,60,8,84,0,0,1
772214261751355348,60,23,167,0,0,0
8138753161225770962,60,17,112,0,0,12
5698668073895892950,60,6,41,0,0,5
4249462061714806744,60,13,61,0,0,36
5925377423515621335,60,6,60,0,0,1
1351560598274283486,60,18,139,0,0,0
3592833730880444385,60,14,105,0,0,0
688306827630745572,60,14,83,0,0,14
2920647941726115816,60,6,63,0,0,0
2794668734436382699,60,8,59,0,0,0
9144044490257307626,60,23,72,0,0,0
5525808999464277996,60,5,24,0,0,64
750270952748783600,0,0,0,60,9,43
7964598708658837486,60,23,61,0,0,83
126265568968087537,0,0,23,60,5,47
724510460620675058,60,17,125,0,0,0
7062905927661885427,60,23,167,0,0,0
6759603496223119350,60,17,125,0,0,0
7832102784268113912,60,13,86,0,0,5
7268287231350380540,60,13,83,0,0,14
4683960097136842751,60,23,166,0,0,0
3750722798143739905,60,8,69,0,0,0
3651177174912636930,60,13,66,0,0,2
7767411664319846401,0,1,4,60,5,71
3618539765197740034,60,15,98,0,0,11
7484921340121126919,60,23,167,0,0,0
924541854219835406,60,12,89,0,0,0
3629377836720265233,60,23,167,0,0,0
8194417610864334865,60,12,90,0,0,0
6552433352624117779,0,2,7,60,12,95
4914626919365384211,0,0,23,60,5,47
349245600555243543,60,6,45,0,0,0
5820631126469482518,60,16,112,0,0,0
